No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah
912, 0323216,SMK AL HUSAIN KELING,20341437,S,74,71.38,46,34.22,79.83,"57,86",03,23,216
913, 0323217,SMK TERPADU DARUL ULUM DONOROJO,20341443,S,55,66.95,43.09,27.95,68.51,"51,63",03,23,217
914, 0323218,SMK MUHAMMADIYAH 02 JEPARA,20360493,S,26,66.92,59.46,37.6,75.45,"59,86",03,23,218
915, 0323219,SMK ISLAM JEPARA,20360492,S,269,67.86,56.99,33.3,77.36,"58,88",03,23,219
916, 0323220,SMK KHOLILIYAH BANGSRI,20360443,S,50,72.56,55.76,41.05,78.58,"61,99",03,23,220
917, 0323221,SMK DARUL MUSYAWAROH BANGSRI,20360442,S,31,66.84,43.61,31.13,72.8,"53,60",03,23,221
918, 0323222,SMK NURUL HIKMAH,20360445,S,19,69.37,43.68,26.97,69.84,"52,47",03,23,222
919, 0323223,SMK WIKRAMA 1 JEPARA,20362244,S,58,74.41,63.07,48.23,75.95,"65,42",03,23,223
920, 0323224,SMK NAWA KARTIKA,20362741,S,54,66.59,63.15,34.63,72.81,"59,30",03,23,224
921, 0323225,SMK AL ANWAR MAYONG,20362790,S,13,75.23,48.15,47.31,82.45,"63,29",03,23,225
922, 0323226,SMK ISLAM AL MADINA PECANGAAN,20362738,S,31,65.94,45.16,35.08,77.57,"55,94",03,23,226
923, 0323227,SMK ISLAM AL HIKMAH 2,20362798,S,100,65,43.12,30.85,75.12,"53,52",03,23,227
924, 0323228,SMK MUHAMMADIYAH 3 MAYONG,20362796,S,93,73.57,62.11,34.03,76.22,"61,48",03,23,228
925, 0323229,SMK PLUS AS SYAFIIYAH,69765082,S,26,68.54,45.31,29.52,70.13,"53,38",03,23,229
926, 0323230,SMK NAHDLATUL ULAMA CENDEKIA KEMBANG,69761710,S,12,70.5,50.17,36.04,73.01,"57,43",03,23,230
927, 0323231,SMK MUHAMMADIYAH 04 BANGSRI,69761855,S,109,67.5,51.52,30.3,71.4,"55,18",03,23,231
928, 0323232,SMK AL-HIDAYAH,69769408,S,42,69,50.86,35,78.89,"58,44",03,23,232
929, 0324001,SMKN 1 KUDUS,20317499,N,493,79.68,66.2,65.06,84.24,"73,80",03,24,001
930, 0324002,SMKN 2 KUDUS,20317529,N,394,74.35,55.43,46.5,76.58,"63,22",03,24,002
931, 0324003,SMKN 3 KUDUS,20338294,N,287,66.07,47.84,36.75,77.62,"57,07",03,24,003
932, 0324200,SMK BHAKTI,20317500,S,64,60.25,40.72,31.37,73.73,"51,52",03,24,200
933, 0324201,SMK KRISTEN NUSANTARA,20317495,S,226,68.44,47.56,36.79,73.96,"56,69",03,24,201
934, 0324202,SMK MUHAMMADIYAH,20317482,S,342,66.04,48.65,32.61,72.19,"54,87",03,24,202
935, 0324203,SMK NU MA`ARIF KUDUS,20317578,S,471,66.45,48.28,36.4,73,"56,03",03,24,203
936, 0324204,SMK PGRI 1 MEJOBO,20317498,S,204,63.25,42.75,31.21,76.55,"53,44",03,24,204
937, 0324205,SMK PGRI 2 KUDUS,20317497,S,97,70.33,51.88,35.44,76.73,"58,60",03,24,205
938, 0324206,SMK TAMANSISWA KUDUS,20317496,S,144,70.85,48.78,41.13,74.27,"58,76",03,24,206
939, 0324207,SMK WISUDHA KARYA,20317563,S,442,72.55,54.98,49.94,74.32,"62,95",03,24,207
940, 0324209,SMK NU BANAT,20338292,S,30,76.8,60,65.92,78.36,"70,27",03,24,209
941, 0324210,SMK NU HASYIM ASYARI 2 KUDUS,20338293,S,38,69.37,45.89,47.37,78.83,"60,37",03,24,210
942, 0324211,SMK NU MIFTAHUL FALAH,20338291,S,57,75.65,56.49,47.11,75.68,"63,73",03,24,211
943, 0324212,SMK RADEN UMAR SAID KUDUS,20317564,S,233,67.8,47.71,36.08,75.24,"56,71",03,24,212
944, 0324213,SMK ASSAIDIYAH,20352397,S,151,67.67,58.74,48.86,77.71,"63,25",03,24,213
945, 0324214,SMK MAMBAUL FALAH,20360961,S,78,65.72,42.95,32.08,74.2,"53,74",03,24,214
946, 0324215,SMK DUTA KARYA,20341349,S,194,71.48,53.76,36.44,78.6,"60,07",03,24,215
947, 0324216,SMK NU AL-HIDAYAH,20341340,S,22,67.27,45.82,33.64,78.67,"56,35",03,24,216
948, 0324217,SMK MUHAMMADIYAH UNDAAN,20354035,S,21,63.33,46.76,29.05,73.55,"53,17",03,24,217
949, 0324218,SMK MUHAMMADIYAH PONPES KUDUS,20360962,S,35,69.71,42.97,41.5,70.06,"56,06",03,24,218
950, 0324219,SMK AL ISLAM KUDUS,20353265,S,65,76.49,59.45,46.73,82.68,"66,34",03,24,219
951, 0324220,SMK ROHMATUL UMMAH,20353824,S,9,62.22,45.33,25.56,65.64,"49,69",03,24,220
952, 0324221,SMK NU MAARIF 2 KUDUS,20350570,S,158,65.49,44.32,34.15,68.97,"53,23",03,24,221
953, 0324222,SMK NU HASYIM ASYARI 1,20353266,S,26,66,59.31,29.13,75.45,"57,47",03,24,222
954, 0324223,SMK NU MAARIF 3 KUDUS,20362730,S,36,66.61,44.56,30.21,74.55,"53,98",03,24,223
955, 0325001,SMK NEGERI 1 PATI,20339059,N,312,79.33,68.7,64.47,84.52,"74,26",03,25,001
956, 0325002,SMK NEGERI 2 PATI,20339040,N,520,73.45,58.33,48.3,77.33,"64,35",03,25,002
957, 0325003,SMK NEGERI 3 PATI,20339041,N,311,73.19,55.41,50.08,79.25,"64,48",03,25,003
958, 0325004,SMK NEGERI 1 CLUWAK,20362581,N,198,70.29,57.66,53.3,75.79,"64,26",03,25,004
959, 0325201,SMK TELKOM TERPADU AKN MARZUQI,20339038,S,211,70.23,69.41,45.02,76.4,"65,27",03,25,201
960, 0325202,SMK AL-FALAH,20339025,S,223,66.83,49.26,40.26,75.31,"57,92",03,25,202
961, 0325203,SMK NEGERI 4 PATI,20339027,N,70,64.83,66.29,32.64,70.6,"58,59",03,25,203
962, 0325204,SMK BHINA TUNAS BHAKTI JUWANA,20339028,S,386,70.4,49.63,45.34,75,"60,09",03,25,204
963, 0325205,SMK DIPONEGORO JUWANA,20339029,S,67,71.07,47.43,30.26,71.5,"55,07",03,25,205
964, 0325206,SMK FARMING PATI,20339030,S,44,72.5,46.59,41.19,73.4,"58,42",03,25,206
965, 0325207,SMK GAJAH MADA 01 MARGOYOSO,20339031,S,204,77.52,50.79,44.49,80.62,"63,36",03,25,207
966, 0325208,SMK GAJAH MADA 02 PATI,20339032,S,33,66.73,55.94,31.29,75.71,"57,42",03,25,208
967, 0325209,SMK KESUMA MARGOYOSO,20339058,S,274,69.33,46.54,30.73,75.34,"55,49",03,25,209
968, 0325210,SMK AN NAJAH,20339026,S,65,76.15,50.46,48,77.34,"62,99",03,25,210
969, 0325211,SMK MANBAUL HUDA,20338438,S,57,68.88,44.63,40.75,74.35,"57,15",03,25,211
970, 0325212,SMK MUHAMMADIYAH 1 PATI,20339033,S,135,72.86,49.42,40.98,78.61,"60,47",03,25,212
971, 0325213,SMK MUHAMMADIYAH 2 TAYU,20339034,S,24,66.33,50.25,32.5,77.22,"56,58",03,25,213
972, 0325214,SMK NASIONAL PATI,20339036,S,244,71.73,59.68,39.22,83.95,"63,65",03,25,214
973, 0325215,SMK TUNAS HARAPAN,20339039,S,909,74.8,58.66,54.87,78.37,"66,68",03,25,215
974, 0325216,SMK ASSALAMAH PATI,20338436,S,36,67.89,45.83,33.82,72.69,"55,06",03,25,216
975, 0325217,SMK BANI MUSLIM,20338437,S,311,66.17,47.13,31.7,71.93,"54,23",03,25,217
976, 0325218,SMK PELAYARAN TAYU,20339037,S,35,66.17,63.09,34.79,76.16,"60,05",03,25,218
977, 0325219,SMK NAHDLATUL ULAMA,20339035,S,57,67.47,43.89,28.51,72.86,"53,18",03,25,219
978, 0325220,SMK TARUNA BANGSA,20341221,S,131,68.72,45.73,34.45,77.56,"56,62",03,25,220
979, 0325221,SMK MUHAMMADIYAH 03 SUKOLILO,20360643,S,18,62.33,55.11,29.17,76.67,"55,82",03,25,221
980, 0325222,SMK CORDOVA MARGOYOSO,20341574,S,306,72.04,48.16,37.48,75.7,"58,35",03,25,222
981, 0325223,SMK SALAFIYAH,20352230,S,64,69.84,47.16,35.59,75.69,"57,07",03,25,223
982, 0325224,SMK PERMATA NUSANTARA,20352105,S,55,68,60.76,37.95,78.36,"61,27",03,25,224
983, 0325225,SMK TIARA GEMBONG,20362560,S,15,68.53,40.4,31.33,73.51,"53,44",03,25,225
984, 0325226,SMK MANAHIJUL HUDA DUKUHSETI,20362040,S,48,66.67,72.08,41.77,77.18,"64,43",03,25,226
985, 0325227,SMK PUTRA MAHKOTA,20360724,S,22,68.18,46.18,37.61,76.32,"57,07",03,25,227
986, 0325228,SMK ARRIDLO,20364871,S,11,65.82,49.27,35.23,74.16,"56,12",03,25,228
987, 0325229,SMK TERPADU NUSANTARA MARGOYOSO,20362789,S,36,61.56,41.11,23.75,61.18,"46,90",03,25,229
988, 0325230,SMK KESEHATAN BHAKTI INDONESIA MEDIKA JUWANA,20362728,S,60,73.37,51.4,40,78.24,"60,75",03,25,230
989, 0325231,SMK TARUNA PESANTENAN,20362743,S,37,64.7,38.32,30.61,68.59,"50,56",03,25,231
990, 0325232,SMK TUNAS KARYA BERLIAN,20362742,S,10,70,45,32.75,75.61,"55,84",03,25,232
991, 0325233,SMK FARMASI GANESHA MANDALA,69847247,S,46,72.43,49.74,37.66,73.79,"58,41",03,25,233
992, 0325234,SMK NURUL QURAN,69849641,S,19,68.63,58.84,30.13,78.08,"58,92",03,25,234
993, 0325235,SMK TERPADU BHAKTI INDONESIA,69831972,S,34,77.47,62.94,49.04,84.59,"68,51",03,25,235
994, 0325236,SMK PGRI 1 TAYU,69831647,S,59,62.85,41.69,26.95,72.98,"51,12",03,25,236
995, 0325237,SMK SULTAN AGUNG,69896442,S,14,61.14,41.14,27.86,67.85,"49,50",03,25,237
996, 0326001,SMK NEGERI 1 REMBANG,20315660,N,413,76.51,63.84,56.36,74.92,"67,91",03,26,001
997, 0326002,SMK NEGERI 1 SEDAN,20330118,N,142,70.07,43.3,40.58,72.76,"56,68",03,26,002
998, 0326003,SMK NEGERI 2 REMBANG,20330119,N,123,69.53,44.7,37.48,72.99,"56,18",03,26,003
999, 0326004,SMK N 1 SALE,20338617,N,111,68.34,45.93,37.12,69.07,"55,12",03,26,004
1000, 0326005,SMK NEGERI GUNEM,69756310,N,32,69.44,41.19,37.34,66.86,"53,71",03,26,005
1001, 0326006,SMK NEGERI 1 SUMBER,69756154,N,57,65.12,43.16,34.04,75.15,"54,37",03,26,006
1002, 0326200,SMK MUHAMMADIYAH GUNEM,20330116,S,41,63.07,40.44,27.44,73.83,"51,20",03,26,200
1003, 0326201,SMK MUHAMMADIYAH PAMOTAN,20330117,S,80,70.63,44.68,34.38,76.56,"56,56",03,26,201
1004, 0326202,SMK MUHAMMADIYAH REMBANG,20315659,S,207,65.99,44.14,32.16,74.34,"54,16",03,26,202
1005, 0326203,SMK NU LASEM,20315656,S,170,64.55,40.61,33.51,71.98,"52,66",03,26,203
1006, 0326204,SMK YPI REMBANG,20315658,S,75,66.67,40.19,34.37,71.33,"53,14",03,26,204
1007, 0326205,SMK YOS SUDARSO,20315657,S,104,70.38,47.02,37.91,73.15,"57,12",03,26,205
1008, 0326206,SMK UMAR FATAH REMBANG,20330131,S,176,73.27,55.18,45.54,69.01,"60,75",03,26,206
1009, 0326208,SMK ANNURONIYAH SULANG,20330115,S,151,70.24,45.68,36.49,67.82,"55,06",03,26,208
1010, 0326209,SMK NU PAMOTAN,20330130,S,45,70,50.36,39.33,69.09,"57,20",03,26,209
1011, 0326210,SMK WALISONGO,20338568,S,51,71.14,39.49,38.28,71.95,"55,22",03,26,210
1012, 0326211,SMK MUHAMMADIYAH LASEM,20350842,S,54,62.93,42.7,27.18,68.52,"50,33",03,26,211
1013, 0326212,SMK AL-MUBAAROK REMBANG,20360301,S,155,72.79,45.51,40.9,74.6,"58,45",03,26,212
1014, 0326213,SMK RIMBA TARUNA SEDAN,20360302,S,30,71.23,43.99,45.33,76.79,"59,34",03,26,213
1015, 0326215,SMK BINA MANDIRI,20362365,S,66,76.94,51.42,42.16,83,"63,38",03,26,215
1016, 0326216,SMK AVICENNA,69756191,S,77,71.92,50.44,39.16,79.94,"60,37",03,26,216
1017, 0326217,SMK CENDEKIA LASEM,69755909,S,16,78.25,48.13,36.88,69.92,"58,30",03,26,217
1018, 0326218,SMK HIDAYATUL MUSLIMIN KUMBO,69786383,S,27,73.93,48.67,41.76,68.48,"58,21",03,26,218
1019, 0326219,SMKS TARUNA BULU,69786382,S,18,69.22,38.67,34.44,69.17,"52,88",03,26,219
1020, 0327001,SMK NEGERI 1 DEMAK,20319296,N,284,74.06,55.06,42.46,80.47,"63,01",03,27,001
1021, 0327002,SMK NEGERI 2 DEMAK,20319334,N,275,68.85,49.13,40.02,73.78,"57,95",03,27,002
1022, 0327003,SMK NEGERI 1 SAYUNG,20340339,N,137,63.37,55.28,39.22,74.5,"58,09",03,27,003
1023, 0327004,SMK NEGERI 1 KARANGAWEN,60725432,N,157,59.75,71.96,52.9,72.08,"64,17",03,27,004
1024, 0327200,SMK BHAKTI NUSANTARA MRANGGEN,20319297,S,214,66.36,65.07,43.26,76.99,"62,92",03,27,200
1025, 0327201,SMK FUTUHIYYAH MRANGGEN,20319294,S,243,63.08,62.19,42.92,73.32,"60,38",03,27,201
1026, 0327202,SMK  SHOLIHIYYAH MRANGGEN,20340343,S,55,63.09,58.95,24.95,75.03,"55,51",03,27,202
1027, 0327203,SMK GANESA GAJAH,20319293,S,75,75.25,69.71,69.87,80.05,"73,72",03,27,203
1028, 0327204,SMK MUHAMMADIYAH SAYUNG DEMAK,20319278,S,28,59.29,62.79,26.25,74.83,"55,79",03,27,204
1029, 0327205,SMK PATI UNUS KARANGAWEN DEMAK,20319295,S,63,74.16,66.95,70.71,77,"72,21",03,27,205
1030, 0327206,SMK PERIKANAN NUSANTARA DEMAK,20319375,S,32,60.31,49.75,28.91,73.3,"53,07",03,27,206
1031, 0327207,SMK SUNAN KALIJAGA DEMAK,20319390,S,24,75.5,66.5,72.92,79.46,"73,60",03,27,207
1032, 0327208,SMK PONTREN DARUSSALAM DEMAK,20340340,S,187,62.77,52.31,29.48,75.82,"55,10",03,27,208
1033, 0327209,SMK MIFTAHUL ULUM BOARDING SCHOOL,20340341,S,61,62.98,66.75,42.91,74.54,"61,80",03,27,209
1034, 0327210,SMK TERPADU AL-MASYKUR,20341278,S,4,65.5,39,33.13,77.35,"53,75",03,27,210
1035, 0327211,SMK GARUDA NUSANTARA KARANGAWEN,20350979,S,247,68.7,67.03,46.49,70.98,"63,30",03,27,211
1036, 0327212,SMK AL-AMIN BONANG,20341392,S,82,75.83,68.24,69.79,79.42,"73,32",03,27,212
1037, 0327213,SMK SULTAN FATTAH DEMAK,20341387,S,159,62.99,62.82,37.75,75.33,"59,72",03,27,213
1038, 0327214,SMK PEMBANGUNAN MRANGGEN,20341391,S,57,77.93,74.11,72.89,79.37,"76,08",03,27,214
1039, 0327215,SMK KY AGENG GIRI,20341390,S,104,63.83,57.94,31.56,76.52,"57,46",03,27,215
1040, 0327216,SMK AL-HIKMAH,20341264,S,31,75.23,68.06,75.89,75.86,"73,76",03,27,216
1041, 0327217,SMK MIFTAHUL QULUB,20341389,S,11,64.73,65.64,88.41,79.23,"74,50",03,27,217
1042, 0327218,SMK ALFATTAAH BOARDING SCHOOL,20341173,S,101,76.04,70.61,73.37,78.74,"74,69",03,27,218
1043, 0327219,SMK AL-KAUTSAR,20341386,S,76,75.42,70.82,73.68,77.72,"74,41",03,27,219
1044, 0327220,SMK AL KAUTSARIYYAH,20341388,S,8,66.75,71.75,65.63,68.48,"68,15",03,27,220
1045, 0327221,SMK AL-MUBAROK MIJEN,20353887,S,14,62.14,43.57,32.32,73.63,"52,92",03,27,221
1046, 0327222,SMK ISLAM NAWA KARTIKA,20360242,S,14,67,66.14,75.36,74.99,"70,87",03,27,222
1047, 0327223,SMK ISLAM NURUL HADI,20354590,S,70,63.6,73.14,26.82,79.39,"60,74",03,27,223
1048, 0327224,SMK TUNAS BANGSA MIJEN,60725431,S,24,72.17,67.17,67.92,76.59,"70,96",03,27,224
1049, 0327225,SMK  NU RAUDLATUL MUALLIMIN WEDUNG,20361620,S,79,62.48,63.24,37.18,71.95,"58,71",03,27,225
1050, 0327226,SMK KI AGENG JAGO MRANGGEN,20361943,S,55,58.18,59.6,24.5,70.62,"53,23",03,27,226
1051, 0327227,SMK NUSA BANGSA MRANGGEN,20360477,S,67,75.64,65.64,66.87,67.93,"69,02",03,27,227
1052, 0327228,SMK PELAYARAN DEMAK BOARDING SCHOOL,20362083,S,34,60.35,40.82,27.35,73.49,"50,50",03,27,228
1053, 0327229,SMK AL FURQON,20360476,S,32,71.63,65.25,35.7,71.9,"61,12",03,27,229
1054, 0327230,SMK AL-ISLAM KARANGTENGAH,20360521,S,24,53.08,49.67,28.85,73.81,"51,35",03,27,230
1055, 0327231,SMK MAARIF KYAI GADING MRANGGEN,20360448,S,59,69.02,43.05,41.31,71.11,"56,12",03,27,231
1056, 0327232,SMK AL MAARIF DEMAK,20360382,S,51,75.73,70,71.03,84.67,"75,36",03,27,232
1057, 0327233,SMK ISLAM AL-HIDAYAH KARANGTENGAH,60725470,S,2,48,37,35,57.35,"44,34",03,27,233
1058, 0327234,SMK ASY-SYAIROZI,20360373,S,13,60,37.38,26.15,72.71,"49,06",03,27,234
1059, 0327235,SMK MUHAMMADIYAH 5 MIJEN,20362096,S,27,66.96,50.3,32.13,73.71,"55,78",03,27,235
1060, 0327236,SMK BINA NUSANTARA,69756199,S,31,60.9,52.45,31.45,68.81,"53,40",03,27,236
1061, 0327237,SMK SABILUL HUDA,69760707,S,10,71.4,72.6,33.75,71.18,"62,23",03,27,237
1062, 0327238,SMK ADI BANGSA,69756200,S,14,58.14,35.43,26.61,72,"48,05",03,27,238
1063, 0327239,SMK MUHAMMADIYAH MLATIHARJO GAJAH,20362122,S,5,72.8,65.6,66,72.04,"69,11",03,27,239
1064, 0327240,SMK ROBBANI KARANGTENGAH,20362281,S,9,51.78,41.11,25.28,66.47,"46,16",03,27,240
1065, 0327241,SMK MUHAMMADIYAH 3 PUCANGGADING,20362388,S,5,61.2,67.2,50,74.38,"63,20",03,27,241
1066, 0327242,SMK ISLAMIC BOARDING SCHOOL AL-ITTIHAD,20362282,S,66,65.94,53.45,43.22,79.79,"60,60",03,27,242
1067, 0327243,SMK HIDAYATUL MUBTADIIN,69756897,S,34,61.12,38.06,24.49,63.62,"46,82",03,27,243
1068, 0327244,SMK ALMADINA,69756201,S,9,63.56,42.67,23.61,72.32,"50,54",03,27,244
1069, 0327245,SMK ISLAM AL FADHILA,69756197,S,48,66.58,43.04,29.22,71.3,"52,54",03,27,245
1070, 0327246,SMK FARMASI TELADAN,69756202,S,48,71.42,62.67,39.06,78.96,"63,03",03,27,246
1071, 0327247,SMKS BUDI LUHUR,69888701,S,12,61.67,53.33,30.21,72.31,"54,38",03,27,247
1072, 0327248,SMK ISLAM DAWATUL HAQ,69787364,S,28,63.64,45.29,28.93,70.59,"52,11",03,27,248
1073, 0327300,SMK NURUL MUSHTHOFA BOARDING SCHOOL,20340342,S,49,78.12,73.63,74.44,76.95,"75,79",03,27,300
1074, 0328001,SMK NEGERI 1 PURWODADI,20313803,N,444,76.49,61.72,50.7,81.79,"67,68",03,28,001
1075, 0328002,SMK NEGERI 2 PURWODADI,20313797,N,370,70.42,50.58,41.25,76.72,"59,74",03,28,002
1076, 0328003,SMK NEGERI 1 WIROSARI,20361861,N,155,72.77,49.94,43.42,77.91,"61,01",03,28,003
1077, 0328200,SMK BINA NEGARA GUBUG,20313825,S,216,70.32,65.54,50.84,79,"66,43",03,28,200
1078, 0328201,SMK ISLAM SUDIRMAN KEDUNGJATI,20361052,S,65,74.22,72.03,76.12,76.8,"74,79",03,28,201
1079, 0328202,SMK KRISTEN PURWODADI,20313823,S,47,70,46.64,33.99,78.16,"57,20",03,28,202
1080, 0328203,SMK KRISTEN WIROSARI,20313824,S,21,74.19,68.76,75.95,78.87,"74,44",03,28,203
1081, 0328204,SMK MUHAMMADIYAH GUBUG,20313802,S,166,77.81,74.43,75.45,80.62,"77,08",03,28,204
1082, 0328205,SMK NUSANTARA GUBUG,20313796,S,102,76.24,75.27,75.22,79.35,"76,52",03,28,205
1083, 0328206,SMK PANCASILA PURWODADI,20313795,S,142,59.44,53.3,41.21,72.83,"56,70",03,28,206
1084, 0328207,SMK PEMBANGUNAN NASIONAL PURWODADI,20313794,S,593,63.94,58.49,51.67,74.85,"62,24",03,28,207
1085, 0328208,SMK YASIHA GUBUG,20313793,S,319,62.98,62.38,36.25,71.24,"58,21",03,28,208
1086, 0328209,SMK YATPI GODONG,20313792,S,240,73.74,72.15,70.65,82.26,"74,70",03,28,209
1087, 0328210,SMK DARUL FALAH GUBUG,20338341,S,30,76.4,75.07,83.42,77.19,"78,02",03,28,210
1088, 0328211,SMK MAARIF NU WIROSARI,20341105,S,31,75.35,62.97,62.98,80.57,"70,47",03,28,211
1089, 0328212,SMK MUHAMMADIYAH PURWODADI,20349565,S,165,75.3,69.3,33.33,74.77,"63,18",03,28,212
1090, 0328213,SMK PGRI KUWU KRADENAN,20338558,S,162,75.16,72.46,74.83,79.52,"75,49",03,28,213
1091, 0328214,SMK YAFALAH GINGGANTANI,20360940,S,64,61.41,44.19,24.18,71.67,"50,36",03,28,214
1092, 0328215,SMK AL WAHHAB BAGO KRADENAN,20353912,S,45,66.04,50.53,47.17,70.2,"58,49",03,28,215
1093, 0328216,SMK AL ISLAH PULOKULON,20361510,S,130,79.91,69.88,68.29,79.51,"74,40",03,28,216
1094, 0328217,SMK SATYA BHAKTI ILMU GROBOGAN,20361212,S,26,65.69,45.62,26.54,67.57,"51,36",03,28,217
1095, 0328218,SMK ISLAM SUDIRMAN TANGGUNGHARJO,69754625,S,20,63.7,43,27.88,69.53,"51,03",03,28,218
1096, 0328219,SMK NURUL HUDA TEGOWANU,20353991,S,60,64.6,45.6,32.42,67.95,"52,64",03,28,219
1097, 0328220,SMK MIFTAHUS SA`ADAH WIROSARI,20362582,S,37,76,71.57,74.73,77.85,"75,04",03,28,220
1098, 0328221,SMK DIPONEGORO PENGKOL,20361768,S,78,67.9,56.21,33.01,80.34,"59,37",03,28,221
1099, 0328222,SMK YASEMI KARANGRAYUNG,20360896,S,157,75.02,70.5,67.09,80.16,"73,19",03,28,222
1100, 0328223,SMK PANCASILA 2 INTEGRAL PURWODADI,20361862,S,35,66.4,70.46,69.86,76.7,"70,86",03,28,223
1101, 0328224,SMK ISLAM JUMO KEDUNGJATI,60728650,S,35,54.4,35.03,24,70.08,"45,88",03,28,224
1102, 0328225,SMK AT-THOAT TOROH,69752159,S,65,67.48,69.11,62.62,76.92,"69,03",03,28,225
1103, 0328226,SMK PGRI WIROSARI,20362794,S,141,73.25,70.11,72.5,77.67,"73,38",03,28,226
1104, 0328227,SMK TARUNA NUSANTARA GROBOGAN,69753174,S,11,60.18,56.18,22.5,71.34,"52,55",03,28,227
1105, 0328228,SMK BERBASIS PESANTREN DARUL ULUM REJOSARI,69752160,S,95,67.01,43.14,38.13,73.02,"55,33",03,28,228
1106, 0328229,SMK ASTA MITRA,20362804,S,226,73.34,56.57,42.27,76.03,"62,05",03,28,229
1107, 0328230,SMK GAJAH MADA,69752158,S,103,61.03,44.39,32.38,69.44,"51,81",03,28,230
1108, 0328231,SMK PENGUDHI LUHUR KARANGRAYUNG,69756411,S,183,76.68,75.85,76.42,80.7,"77,41",03,28,231
1109, 0328232,SMK PEMBANGUNAN NUSANTARA GABUS,69758810,S,49,73.63,65.43,72.4,74.37,"71,46",03,28,232
1110, 0328233,SMK WIRATAMA BRATI,69765008,S,9,74.67,76.22,80.28,79.53,"77,68",03,28,233
1111, 0328234,SMK ISLAM TERPADU PELITA,69788551,S,20,66.6,66.6,36.75,73.16,"60,78",03,28,234
1112, 0328235,SMK IT BENINDO KEDUNGJATI,69824876,S,35,74.23,56.8,63.36,79.59,"68,50",03,28,235
1113, 0328236,SMK TARUNA PULOKULON,69830141,S,184,77.28,72.24,76.01,80.85,"76,60",03,28,236
1114, 0328237,SMK NUSANTARA GROBOGAN,69895848,S,31,66.71,38.65,30,78.37,"53,43",03,28,237
1115, 0328238,SMK NU-BP AZ ZAHRA GODONG,69787014,S,15,76.27,74.93,83.67,78.27,"78,29",03,28,238
1116, 0329001,SMK NEGERI 1 KENDAL,20321841,N,383,78.07,64.28,60.89,82.86,"71,53",03,29,001
1117, 0329002,SMK NEGERI 2 KENDAL,20321847,N,380,74.17,57.46,46.63,82.12,"65,10",03,29,002
1118, 0329003,SMK NEGERI 3 KENDAL,20321846,N,343,73.18,58.49,46.14,75.56,"63,34",03,29,003
1119, 0329004,SMK NEGERI 4 KENDAL,20321845,N,319,69.97,52.45,38.31,75.33,"59,02",03,29,004
1120, 0329005,SMK NEGERI 5 KENDAL,20341010,N,254,72.43,59.03,45.53,76.06,"63,26",03,29,005
1121, 0329006,SMK NEGERI 6 KENDAL,20343719,N,134,75.99,52.57,41.14,75.82,"61,38",03,29,006
1122, 0329007,SMK NEGERI 7 KENDAL,69772961,N,55,72.07,64.29,45.45,72.93,"63,69",03,29,007
1123, 0329200,SMK ADHI YUDYA KARYA PATEAN,20331096,S,156,67.9,59.65,34.5,73.15,"58,80",03,29,200
1124, 0329201,SMK BHAKTI PERSADA PATEBON,20321830,S,186,68.15,45.02,32.39,74.42,"55,00",03,29,201
1125, 0329202,SMK BHINNEKA PATEBON,20321851,S,250,63.55,43.38,30.05,75.57,"53,14",03,29,202
1126, 0329203,SMK BINA UTAMA KENDAL,20331097,S,502,64.65,42.82,30.9,69.54,"51,98",03,29,203
1127, 0329204,SMK LENTERA KENDAL,20331098,S,28,67.29,44.79,30.63,68.16,"52,72",03,29,204
1128, 0329205,SMK MUHAMMADIYAH 1 WELERI,20321840,S,160,71.36,52.49,45.38,79.27,"62,13",03,29,205
1129, 0329206,SMK MUHAMMADIYAH 2 BOJA,20321850,S,262,68.53,58.09,34.56,72,"58,30",03,29,206
1130, 0329207,SMK MUHAMMADIYAH 3 WELERI,20321849,S,316,69.53,53.46,33.75,70.84,"56,90",03,29,207
1131, 0329208,SMK MUHAMMADIYAH 4 SUKOREJO,20321848,S,226,71.93,58.92,42,74.3,"61,79",03,29,208
1132, 0329209,SMK NU 01 KENDAL,20321842,S,210,68.35,48.7,41.77,74.99,"58,45",03,29,209
1133, 0329210,SMK NU 02 ROWOSARI,20321844,S,204,65.49,54.07,30.83,73.9,"56,07",03,29,210
1134, 0329211,SMK NU 03 KALIWUNGU,20321843,S,197,62.22,41.81,25.42,66.37,"48,96",03,29,211
1135, 0329212,SMK NU 04 PATEBON,20321829,S,99,70.38,42.38,31.49,72.24,"54,12",03,29,212
1136, 0329214,SMK YPPM BOJA,20321852,S,113,75.98,52.16,42.28,77.37,"61,95",03,29,214
1137, 0329215,SMK BHAKTI NUSANTARA,20338569,S,131,68.96,47.07,34.69,75.48,"56,55",03,29,215
1138, 0329216,SMK AL MUSYAFFA KENDAL,20341017,S,164,71.23,46.1,43.06,74.31,"58,68",03,29,216
1139, 0329217,SMK DARUL AMANAH SUKOREJO,20341016,S,70,72.34,53.6,42.04,73.84,"60,46",03,29,217
1140, 0329218,SMK PELITA HARAPAN KANGKUNG,20341018,S,24,65.17,38.17,25.52,70.04,"49,73",03,29,218
1141, 0329219,SMK NU 05 KALIWUNGU SELATAN,20345174,S,17,61.76,41.29,23.53,68.09,"48,67",03,29,219
